abate v.减轻，减退；废除
snatch v./n.攫取，抢夺
sneer v.冷笑；嘲笑；讥笑
sneeze v./n.(打)喷嚏
sniff v.以鼻吸气；嗅，闻；觉查出；蔑视
snob n.势利的人；谄上欺下的人；假内行
snore v./n.打鼾;鼾声
snuff v.用鼻使劲吸;嗅出,闻出;抽鼻子
soak v.浸泡;浸湿;湿透n.浸泡
soap n.肥皂v.用肥皂洗
soar v.高飞;向上;高涨
sob v./n.哭泣，呜咽1
sober a.清醒的；认真的，冷静的v.使清醒
sociological a.社会学的；针对社会问题的
sociologist n.社会学家
sociology n.社会学
socket n.窝，穴,孔;插座,插口
sodium n.钠
sole n.脚底，鞋底a.单独的,唯一的
solely ad.单独地；唯一地；独自地
solemn a.庄严的；严肃的；隆重的
solemnly ad.庄严地；严肃地；隆重地
solicit v.请求；征求；诱发
solidarity n.团结(一致)
solidify v.(使)凝固，(使)固化,(使)团结
solitary a.独居的；单独的；荒凉的；偏僻的；寂寞的
solitude n.孤独；寂寞；与外界隔绝
soluble a.可溶的；可以解决的n.溶(解)度;(可)溶性；可解决
solute n.溶质;溶解物
solution n.解答；解决办法；溶解；溶液
solvent a.有偿付能力的;有溶解力的
n.溶剂 
soma scopen.超声波检查仪
somatic a.躯体的；身体的；肉体的
soothe v.安慰；使平静；使减轻;缓和；奉承
sophisticated a.老于世故的，老练的;复杂的；高级的；尖端的
sophomore n.大学二年级学生
spoor n.迷睡；酣睡
sore a.疼痛的；疼痛发炎的n.痛处；疮口
sour a.酸的；酸腐的；脾气坏的;乏味的v.变酸
souvenir n.纪念品；纪念礼物
Soviet n./a.苏维埃(的)
sow v.播种；散布
soybean n.黄豆，大豆
spacious a.广阔的；宽广的
spade n.铁锹，铲子v.铲
span n.跨度，跨距；(寿命)长度
v.横跨 
spark n.火花，火星v.发火花；发电花
sparkle v.发火花；闪耀
sparrow n.麻雀
sparse a.稀少的；稀疏的
spasm n.痉挛，抽搐；一阵发作
spear n.枪，矛v.用矛刺
specialty n.专业，专长
specialize v.特加指明；列举；使专门；专门研究；专攻
species n.(物)种；种类
specific a.具体的，明确的；特有的；有特效的n.细节；特效药
specification n.载明，详述；规格，规范；说明书
specify v.指定；详细说明
specimen n.标本;样本
speck n.斑点;污点;微粒v.使有斑点；使弄上污点
spectacle n.(复)眼镜；场面，景象；奇观，壮观
spectacular a.公开展示的；壮观的；引人注意的；惊人的n.展览物；壮观的景象
spectator n.观众；旁观者
spectrum n.系列，范围；谱；光谱
speculate v.思索；沉思；推测；投机
speculation n.思索；沉思；推测；投机；投机事业
sperm n.精子；精液
sphere n.球，球体；范围,领域
spherical a.球形的；球面的
sphincter n.括约肌
sphygmomanometer n.血压计
spice n.香料;调味品；香味
spider n.蜘蛛
spill v.溢出；流出
spin v.旋转，自转;纺;纺织;结网，吐丝
signage n.菠菜
spinal a.脊椎的
spindle n.锭子，纺锤,心轴,指轴v.装锭子
spiral a.螺旋形的；螺线的；盘旋的n.螺旋(形)；螺线
spire n.螺旋；螺线；塔尖；锥形体v.螺旋形上升
spiritual a.精神(上)的，心灵的
spit v.吐唾沫，吐痰n.唾液；吐
spite n.恶意；怨恨v.恶意对待,刁难
splash v.溅，泼n.溅；飞溅声
splay v.展开，张开；成八字形a.向外张开的；成八字形的
spleen n.脾脏；怒气；忧郁
splint n.夹板
split v.劈开，裂开n.裂缝，裂口；分化，分裂
spoil v.搞糟；损坏；宠坏，溺爱,变坏；腐败
sponge n.海绵；外科用纱布，棉秋v.用海绵揩拭
spongy a.海绵质的；海绵状的,有吸水性的
sponsor n.发起人,主办者v.发起;主办
spontaneous a.自发的；自然产生的
spoon n.匙；调羹；一匙的量
spontaneous a.单个发生的；散见的;零星的
spore n.孢子，芽胞
spot n.地点;点;斑点;污点v.认出;弄脏;用点做记号;准确地定出…的位置
spotted a.有斑点的；玷污的;有污点的
spouse n.配偶
sprain n./v.扭，扭伤
sprawl v.伸开着手足躺(或坐)；笨拙地爬行；(植物)蔓生，蔓延
spray n.浪花，水花；喷雾；喷雾剂
v.喷，喷射 
sprinkle n.洒，喷，淋v.喷,洒
sprout v.发芽n.新芽
spurt v.喷出；突然进发；突然兴隆
sputum n.痰；唾液
squad n.班；小组
squalors a.有鳞的；鳞状的
squeeze v.压榨，挤n.榨取;压力
squint v./n.斜视
squirrel n.松鼠
stab v./n.刺，戳
stable a.稳定的，安定的n.马厩，马棚
stack n.(草)堆,一堆v.堆积,堆起
stadium n.体育场
stagger v./n.蹒跚；踉跄
stagnant a.停滞的；不流动的；不景气的
stain n.污点；瑕疵；染色剂v.着色，染色
stainless a.没有污点的；纯洁的；不锈的
staircase n.楼梯
stake n.桩，标桩；赌注，利害关系
stale a.陈旧的，陈腐的v.变陈旧
stall n.摊子；货摊；厩；汽车停车处v.关在厩中；(汽车等)停止
stammer v./n.口吃，结巴
starch n.淀粉
startle v./n.惊吓,(使)吃惊
starvation n.饥饿；饿死
starve v.饿死；饿得慌
static a.静的，静态的；静电的；固定的n.静电
stationary a.不动的；静止的；不变的
stationery n.文具
statistical a.统计的，统计学的
statistics n.统计，统计学
statue n.塑像，雕像
stature n.身高，身材
status n.状态；地位；身份
steamer n.汽船，轮船
steep a.陡峭的，峻峭的
steer v.驾驶，掌舵
satellite a.星状的
steno sisn.狭窄
stereo n./a.立体声(的)
stereotype n.铅板；陈规；旧框框v.印刷；把…弄得一成不变
sterile a.不生育的；无菌的
sterilization n.消毒；灭菌；绝育
151 
sterilize v.使无菌,把…消毒；封存；使绝育
stem a.严厉的，苛刻的；坚决的，坚定的n.船尾；臀部
sternum a.胸骨
steroid n.甾类；类固醇
stethoscope n.听诊器
steward n.乘务员；(学校医院等的)伙食管理员
stick n.棍,棒,手杖v.刺，戳,扎;粘贴
stiff a.硬的；僵直的；生硬的；死板的；艰难的；费劲的
stiffness n.硬，僵直；坚实；拘谨；不自然
stifle v.窒息；使闷住；抑制；扑灭
stimulant n.兴奋剂；刺激物
stimulate v.刺激；激发；促进
stimulation n.刺激(作用)；兴奋(作用)
stimulus n.刺激；刺激物；促进因素
sting n.刺，叮；刺痛v.刺，叮螫；刺痛
stipulate n.规定，订定
stir v.动；搅拌，搅动;激动；轰动n.激动；搅拌
stitch n.一针；缝线v.缝
stock n.树干；家系；库存，存货;股票；公债
stocking n.长袜
stool n.凳子；粪便
stoop n./v.弯腰，俯身
storage n.贮藏，保管；库房
storey n.楼层
stout a.强壮的，粗大的；结实的,勇猛的；矮胖的
stove n.炉子，火炉
strain n.血缘;品系：菌株；拉紧,过劳v.紧张，过劳；扭伤,尽力
strap n.带，皮带；橡皮膏v.捆扎
strategic a.战略的；战略上的
strategy n.战略；策略
straw n.稻草；麦杆；(麦杆做的)吸管
strawberry n.草莓
stray v.迷路，走失a.迷路的；离群的
streak n.线条;条纹；条痕；脉；气质
streamline n.流线；流线型a.流线型的
v.使现代化，使合理化 
strenuous a.奋发的，使劲的；紧张的；热烈的，狂热的
streptomycin n.链霉素
stretch v./n.拉长；延伸；夸大
stricture n.狭窄
stride v.大步走；迈进；跨过
string n.一串，一列；弦，线，绳
v. 缚，捆；(用线)穿
strip v.剥，剥去n.窄条，长带
stripe n.条子，条纹v.划上条纹
strive v.奋斗；努力
stroke n.击，敲；钟声；一划，一笔，一击；突然发作；中风；抚摸v.抚摸
stroll v./n.散步，闲逛
strut v.肿胀，鼓起；大摇大摆地走；炫耀；支撑；撑开n.高视阔步；支柱，撑杆
stubborn a.顽固的，倔强的
stud n.大头钉；领扣；种马；种马饲养场v.装饰钉于；散布；点缀
studio n.画室；工作室；播音室；演播室
stuff n.材料；原料；东西；填充料
v. 填满；塞满
stumble v./n.跌，绊
stun v.把…打晕，使晕眩；使大吃一惊，使不知所措n.晕眩；惊人的事物
steppe n.湿热毛巾(用于热敷)v.热敷
stupor v.昏迷；不省人事
sturdy a.坚定的；牢固的;强健的；茁壮的
subconscious a.下意识的；潜意识的
subcutaneous a.皮下的
subdivide v.把…再分;把…细分,再分，细分
subdue v.屈服；抑制；缓和；减轻
subjective a.主观的n.主观事物
subjunctive a.假设的，虚拟的n.虚拟语气
sublethal a.(毒药的量等)尚不致病的
submarine n.潜水艇a.水下的；水底的；海底的
submerge v.浸没；淹没；潜入水中
submit v.屈服，服从；呈送，提交
subordinate a.下级的；辅助的；从属的
n. 部下v.把…列在下级
subscribe v.预订；订阅；签署；题(词)；捐款
subscription n.预订；预订费；亲笔签名；调配法；下标(处方)
subsequent a.随后的，后来的
subside v.沉到底；沉淀；消退，减退
subsidiary a.辅助的；补助的；次要的；附属的n.辅助者，辅助物
subsidy n.补助金；津贴
substitute n.代用品；代替者v.代，代替
substitution n.代，代替，替换；取代作用
substrate n.底层；基质；被酶作用物
subtle a.稀薄的；微妙的；精巧的；细微的
subtract v.减，减去
suburb n.郊外，近郊
suburban a.郊外的，郊区的；兼有城市和乡村的特点的；偏狭的n.郊区居民
succumb v.屈服，屈从；死
suck v./n.吸，吮
soporific a.发汗的n.发汗剂
sue v.控告；向…请求
suffice v.足够,有能力;满足
suffocate v.窒息；闷死；闷熄
suicide n./v.自杀
suite n.(一批)随从人员；套，组；(一套)房间；(一套)家具；组曲
sulfa a.磺胺的
sulphate n.硫酸盐，硫酸酯v.用硫酸处理；硫酸盐化合
sulphur n.硫
summarize v.概括；总结
summary n.摘要，概要a.概括的;简略的
summit n.顶；最高点a.(政府)最高级的
summon v.召唤，召集
sumptuous a.豪华的；奢侈的
sunburnt a.晒黑的；有晒斑的
superb a.壮丽的；华丽的；超等的
superficial a.表面的；肤浅的
superfluous a.过剩的；多余的
superior n.上级a.上级的；更好的，较好的；优秀的，优越的
supersonic a.超声的n.超声波
superstition n.迷信
supervene v.伴随产生；意外发生
supervise v.管理；监视
supervision n.管理；监督
supine a.仰卧的
supposition n.想象；假定；推测
suppress v.镇压,压制,抑制,隐瞒,查禁
suppuration n.化脓；生脓
supreme a.最高的；极度的，最主要的
surplus n.过剩，剩余
surpass v.超过，胜过
surprise n.诧异，惊奇v.使诧异，使惊奇
surrender v./n.投降；交出；放弃
surveillance n.监视；监督
survey v./n.俯瞰，审察v.／n.测量，勘查
susceptible a.易受感动的；敏感的；易感的
suspect n.嫌疑犯v.怀疑；猜想
suspend v.悬挂；推迟；暂停
suspicion n.怀疑，疑心
suspicious a.可疑的；多疑的；疑心的
sustain v.支撑；维持；蒙受；忍受
sustainable a.能支持住的；能忍受的；可证实的
suture n.缝合,缝线
swab n.拭子;药签
swamp n.沼泽；沼泽地v.陷入沼泽
swarm n.群，蜂群v.云集；充满
sway v./n.摇晃，摇动
swear v.宣誓，发誓；诅咒，骂人
swell v./n.膨胀；增大；隆起；肿胀
swerve v.突然转向；背离n.转向；弯曲；背离
swift a./ad.快，迅速地(的)
swing v.摇摆；摇荡；回转；转向
n. 秋千
switch n.电闸，开关；枝条；鞭子
v. 接通(on)，关断(off)v./n.转变，转向
sword n.剑，刀
syllabus n.摘要；提纲；教学大纲
symbol n.象征；符号，标志
symbolic a.象征性的；符号的；象征派的
symmetrical a.对称的；匀称的
symmetry n.对称(性)；对称美；匀称
sympathetic a.同情的；共鸣的；交感神经的
sympathize v.同情；怜悯；共鸣；同感
sympathy n.同情(心)；赞同；同感
symphony n.交响曲(乐)；交响乐队(团)
symposium n.座谈会；专题讨论会
symptom n.症状，征候
syncope n.晕厥
syndrome n.综合征；症状群
synonym n.同义词
synthesis n.合成；综合
synthetic a.综合(性)的;合成的;人造的a.化学合成物;合成剂
syphilis n.梅毒
syringe n.注射器
syrup n.糖浆
systole n.收缩(期)
tabes n.消瘦；痨症；脊髓痨
tachycardia n.心动过速
tackle v.解决，处理n.滑车;用具，装备
tactics n.战术；策略
tag n.标签；附加语
taint n.污点；感染；腐坏v.使感染；污染
tampon n.棉塞；止血塞
tan v.晒黑，把…晒黑n.／a.黝黑(的)
tangible a.有实质的；可触知的；有形的
tangle v./n.纠缠；缠结，纠纷
tap v./n.轻叩，轻拍n.旋塞;龙头；塞子
taper v.逐渐变细；逐渐变小；逐渐变弱／减少
tar n.柏油；焦油v.涂(浇)焦
tardy a.慢的;行动迟缓的
target n.靶子;目标v.把…作为目标
teamwork n.合作；协办；配合
teaspoon n.茶匙；一茶匙容量
technician n.技术员，技师，技工
tedious a.冗长乏味的
telex n.电传
temperate a.有节制的；戒酒的；不过分的；稳健的
tempest n.大风暴；暴风雨；骚动；风潮
tempt v.引诱，劝诱
temptation n.诱惑，引诱
tenacious a.顽强的;固执的；记忆力强的;粘的
tenant n.承租人;房客;佃户v.租借，租用
tender a.温柔的，柔软的；脆弱的,触痛的v.(使)变软
tendon n.腱，筋
tenesmus n.里急后重；后坠
tensile a.张力的，拉力的，抗张的;能伸长的；能拉长的
tension n.紧张；张力；压力
tentative a.试验性的；暂时的;暂定的
terminal n.末端，终点，总站；计算机终端a.末端的，终点的；定期的；晚期的
terminate v.终止，结束a.终止的
terminology n.术语学；术语，专门名词
territory n.领土；地区；领域，范围
terror n.恐怖；可怖的人(事)
tertian a.间日的；隔日发作的
testimony n.证据；证明；证言;表明
tetanus n.破伤风
theoretical a.理论的；假设的；推理的
theorist n.理论家
therapeutics a.治疗学
thermal a.热的；热量的
thermos n.热水瓶
thermotaxis n.向热性；体温调节
thermotherapy n.温热疗法
thesis n.论题，命题；论文
thigh n.股；大腿
thirst n.渴；渴望;热望
thirsty a.渴的
thorax n.胸；胸廓；胸膛
thorn n.刺；荆棘
thorough a.彻底的;完全的;详尽的
thread n.线；线索；思路v.穿线,穿过
threshold n.门槛；开端；界限；临界值
thrift n.节俭，节约；健壮；繁茂
thrifty a.节俭的；兴旺的；健壮的
thrill n.激动；颤动；(心脏)震颤音v.使毛骨悚然
thrive v.兴旺；繁荣
